name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score
Parippu Pradhaman,Kerala,"lentils, jaggery, coconut milk",180,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.7
Sulaimani,Kerala,"black tea, lemon, sugar",30,0.1,0.4,0.1,0.5,0.2,1,5,10,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Ethakka Appam,Kerala,"ripe plantain, rice flour, jaggery",200,0.1,0.7,0.1,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7
Mutta Marichathu,Kerala,"eggs, coconut, sugar",180,0.1,0.6,0.2,0.1,0.1,1,15,20,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Karikku,Kerala,tender coconut water,46,0.1,0.3,0.1,0.1,0.1,1,5,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,high,0.9
Chatti Pathiri,Kerala,"flour, eggs, coconut milk",240,0.2,0.5,0.3,0.1,0.1,1,40,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Kuzhalappam,Kerala,"rice flour, coconut, cumin",180,0.3,0.2,0.6,0.1,0.2,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Naranga Vellam,Kerala,"lemon, water, sugar",40,0.1,0.6,0.1,0.7,0.1,1,10,5,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,high,0.8
Ada Pradhaman,Kerala,"rice ada, jaggery, coconut milk",220,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.6
Kappa Vada,Kerala,"tapioca, onion, spices",180,0.6,0.1,0.7,0.1,0.1,1,30,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6
Masala Dosa,Kerala,"rice, urad dal, potato",220,0.5,0.1,0.6,0.2,0.1,1,60,15,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,high,0.7
Pacha Vettu,Kerala,"green gram, coconut, jaggery",160,0.1,0.7,0.2,0.1,0.1,1,20,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.8
Aval Vilayichathu,Kerala,"flattened rice, jaggery, coconut",180,0.1,0.8,0.1,0.1,0.1,1,15,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7
Kochi Soda,Kerala,"soda water, lemon, salt",30,0.1,0.2,0.5,0.6,0.1,1,5,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,high,0.8
Kallappam,Kerala,"rice, coconut milk, toddy",200,0.1,0.3,0.3,0.2,0.1,1,120,20,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,med,0.7
Vazhakka Cutlet,Kerala,"raw banana, spices, breadcrumbs",160,0.5,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.7
Neyyappam,Kerala,"rice flour, ghee, jaggery",240,0.1,0.8,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Paal Payasam,Kerala,"rice, milk, sugar",180,0.1,0.8,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.6
Inji Puli,Kerala,"ginger, tamarind, jaggery",80,0.6,0.5,0.2,0.8,0.3,1,20,30,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,med,0.8
Pazhampori,Kerala,"ripe plantain, flour, sugar",220,0.1,0.6,0.2,0.1,0.1,1,15,10,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Chukku Kappi,Kerala,"dry ginger, coffee, spices",60,0.4,0.2,0.1,0.1,0.4,1,10,10,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,med,0.8
Ari Unda,Kerala,"rice flour, jaggery, coconut",180,0.1,0.7,0.2,0.1,0.1,1,20,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.7
Therali Appam,Kerala,"rice flour, jaggery, cumin",200,0.2,0.7,0.2,0.1,0.2,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7
Sharja Shake,Kerala,"milk, dates, nuts",200,0.1,0.8,0.2,0.1,0.1,1,10,5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.7
Erachi Puttu,Kerala,"rice flour, meat, coconut",240,0.6,0.1,0.7,0.1,0.1,1,30,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Kulukki Sarbath,Kerala,"lemon, sugar, soda",50,0.1,0.5,0.1,0.7,0.1,1,10,5,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,high,0.8
Bisi Bele Bath,Karnataka,"rice, lentils, vegetables, spices",220,0.7,0.1,0.6,0.2,0.1,1,20,40,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.8
Mysore Masala Dosa,Karnataka,"rice, lentils, potato, spices",180,0.6,0.1,0.5,0.2,0.1,1,480,10,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,high,0.7
Ragi Mudde,Karnataka,"finger millet flour, water",150,0.1,0.1,0.2,0.1,0.2,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9
Neer Dosa,Karnataka,"rice, water",120,0.1,0.1,0.3,0.1,0.1,1,480,5,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,high,0.7
Akki Roti,Karnataka,"rice flour, vegetables, spices",180,0.4,0.1,0.5,0.1,0.1,1,15,15,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,high,0.8
Rava Idli,Karnataka,"semolina, yogurt, spices",160,0.3,0.1,0.4,0.2,0.1,1,15,20,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.7
Dharwad Peda,Karnataka,"milk, sugar",320,0.1,0.9,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.4
Mysore Pak,Karnataka,"gram flour, ghee, sugar",450,0.1,0.9,0.1,0.1,0.1,1,10,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.3
Kosambari,Karnataka,"moong dal, cucumber, coconut",100,0.3,0.1,0.4,0.2,0.1,1,15,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,high,0.9
Mangalore Buns,Karnataka,"banana, flour, spices",220,0.3,0.4,0.3,0.2,0.1,1,30,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Coorg Pandi Curry,Karnataka,"pork, spices",280,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Obbattu/Holige,Karnataka,"flour, jaggery, coconut",300,0.1,0.8,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,high,0.5
Kadabu,Karnataka,"rice flour, jaggery, coconut",260,0.1,0.7,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,med,0.6
Kane Rava Fry,Karnataka,"ladyfish, semolina, spices",220,0.6,0.1,0.7,0.1,0.1,1,15,15,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7
Gojju,Karnataka,"vegetables, tamarind, spices",80,0.5,0.1,0.4,0.8,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Chiroti,Karnataka,"flour, ghee, sugar",380,0.1,0.8,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.4
Ragi Roti,Karnataka,"finger millet flour, onions, spices",140,0.4,0.1,0.4,0.1,0.2,1,15,10,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.9
Korri Gassi,Karnataka,"chicken, coconut, spices",240,0.8,0.1,0.6,0.3,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Kesari Bath,Karnataka,"semolina, sugar, ghee",320,0.1,0.9,0.1,0.1,0.1,1,10,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,high,0.4
Sajjige,Karnataka,"semolina, coconut, sugar",280,0.1,0.6,0.2,0.1,0.1,1,5,15,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,high,0.6
Nati Koli Saaru,Karnataka,"country chicken, spices",200,0.7,0.1,0.6,0.2,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Huggi,Karnataka,"broken wheat, lentils, vegetables",180,0.4,0.1,0.5,0.1,0.1,1,15,30,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,med,0.9
Coconut Rice,Karnataka,"rice, coconut, spices",220,0.3,0.2,0.5,0.1,0.1,1,10,20,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Bonda Soup,Karnataka,"lentil dumplings, spiced water",120,0.6,0.1,0.5,0.3,0.1,1,20,20,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,med,0.7
Kadubu,Karnataka,"rice flour, jaggery",240,0.1,0.7,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,med,0.6
Jolada Rotti,Karnataka,"jowar flour, water",160,0.2,0.1,0.3,0.1,0.1,1,15,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.9
Kori Rotti,Karnataka,"chicken curry, rice wafers",280,0.7,0.1,0.7,0.2,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Pathrode,Karnataka,"colocasia leaves, rice flour, spices",140,0.6,0.1,0.5,0.2,0.3,1,30,30,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,med,0.8
Bisi Bele Huliyanna,Karnataka,"rice, lentils, tamarind, spices",200,0.7,0.1,0.6,0.4,0.1,1,20,40,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Hayagreeva,Karnataka,"semolina, Bengal gram, jaggery",280,0.1,0.8,0.2,0.1,0.1,1,15,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,med,0.5
Ragi Malt,Karnataka,"finger millet flour, milk, sugar",140,0.1,0.4,0.2,0.1,0.2,1,5,10,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,high,0.9
Maddur Vada,Karnataka,"rice flour, semolina, onions",220,0.5,0.1,0.6,0.1,0.1,1,15,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Avalakki Uppittu,Karnataka,"beaten rice, vegetables, spices",180,0.5,0.1,0.6,0.2,0.1,1,10,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.7
Gasagase Payasa,Karnataka,"poppy seeds, milk, sugar",200,0.1,0.7,0.1,0.1,0.2,1,10,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.5
Kai Holé Ambade,Karnataka,"raw jackfruit, spices",120,0.6,0.1,0.5,0.2,0.2,1,30,40,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Benne Dose,Karnataka,"rice, lentils, butter",240,0.3,0.1,0.5,0.1,0.1,1,480,10,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,high,0.6
Nargisi Kebab,Karnataka,"eggs, minced meat, spices",280,0.7,0.1,0.7,0.1,0.1,1,30,30,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,med,0.6
Chow Chow Bath,Karnataka,"semolina, vegetables, sugar",220,0.4,0.5,0.4,0.1,0.1,1,20,30,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,high,0.7
Kundapura Chicken,Karnataka,"chicken, coconut, spices",260,0.8,0.1,0.6,0.3,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Halbai,Karnataka,"rice, coconut, jaggery",300,0.1,0.8,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.5
Nuchinunde,Karnataka,"lentils, rice, coconut",180,0.4,0.1,0.5,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.8
Bele Obbattu,Karnataka,"chana dal, jaggery, coconut",280,0.1,0.7,0.3,0.1,0.1,1,40,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,high,0.6
Mamsam Curry,Karnataka,"mutton, spices",240,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Gokak Karadant,Karnataka,"rice flakes, groundnut, jaggery",320,0.1,0.6,0.3,0.1,0.1,1,20,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.5
Vangi Bath,Karnataka,"eggplant, rice, spices",210,0.7,0.1,0.6,0.2,0.1,1,20,30,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Moong Dal Payasa,Karnataka,"moong dal, milk, sugar",180,0.1,0.8,0.1,0.1,0.1,1,15,25,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.6
Kayi Holige,Karnataka,"coconut, jaggery, flour",290,0.1,0.8,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,high,0.5
Neer More,Karnataka,"buttermilk, ginger, curry leaves",50,0.3,0.1,0.4,0.5,0.1,1,5,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,high,0.9
Udupi Sambar,Karnataka,"lentils, vegetables, tamarind",120,0.6,0.1,0.5,0.4,0.1,1,20,30,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,high,0.8
Kori Kempu,Karnataka,"chicken, red chili, garlic",230,0.9,0.1,0.6,0.1,0.1,1,20,25,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6
Hesarubele Kosambari,Karnataka,"moong dal, cucumber, lemon",90,0.2,0.1,0.4,0.3,0.1,1,15,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,med,0.9
Pineapple Gojju,Karnataka,"pineapple, jaggery, spices",140,0.4,0.6,0.3,0.7,0.1,1,15,20,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,med,0.7
Aralu Usli,Karnataka,"sprouts, coconut, spices",120,0.5,0.1,0.5,0.2,0.1,1,20,15,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,med,0.9
Kashi Halwa,Karnataka,"pumpkin, ghee, sugar",280,0.1,0.9,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.4
Mandakki Usli,Karnataka,"puffed rice, vegetables, spices",160,0.6,0.1,0.6,0.2,0.1,1,15,10,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.7
Bele Saru,Karnataka,"lentils, coconut, spices",140,0.5,0.1,0.5,0.2,0.1,1,15,25,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,med,0.8
Thambuli,Karnataka,"buttermilk, herbs, coconut",80,0.3,0.1,0.4,0.5,0.2,1,10,5,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,med,0.9
Coorg Pandi Barthad,Karnataka,"pork, vinegar, spices",270,0.8,0.1,0.7,0.3,0.1,1,30,45,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,high,0.5
Kori Rotti Biryani,Karnataka,"chicken, rice wafers, spices",290,0.7,0.1,0.7,0.1,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Gulla Bajji,Karnataka,"green eggplant, chickpea flour, spices",180,0.6,0.1,0.5,0.1,0.2,1,15,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Kotte Kadubu,Karnataka,"rice, coconut, jackfruit leaves",200,0.2,0.3,0.3,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,med,0.7
Haalbai,Karnataka,"rice, coconut, jaggery",260,0.1,0.8,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.5
Nargisi Kofta,Karnataka,"eggs, minced meat, yogurt",240,0.6,0.1,0.6,0.2,0.1,1,30,30,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,med,0.6
Sabakki Payasa,Karnataka,"sago, milk, sugar",200,0.1,0.8,0.1,0.1,0.1,1,10,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.5
Tambuli Paddu,Karnataka,"rice, urad dal, buttermilk",160,0.4,0.1,0.5,0.3,0.1,1,30,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,med,0.8
Mamsam Pepper Fry,Karnataka,"mutton, black pepper, curry leaves",250,0.9,0.1,0.7,0.1,0.2,1,20,40,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6
Pundi,Karnataka,"rice, coconut, cumin",180,0.3,0.1,0.5,0.1,0.1,1,30,20,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,med,0.7
Mangalore Biscuit Roti,Karnataka,"wheat flour, butter, sugar",280,0.1,0.5,0.3,0.1,0.1,1,20,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Bele Payasa,Karnataka,"lentils, jaggery, coconut milk",220,0.1,0.7,0.2,0.1,0.1,1,15,25,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.6
Alasande Payasa,Karnataka,"black-eyed peas, jaggery, coconut milk",200,0.1,0.6,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.7
Goli Baje,Karnataka,"maida flour, yogurt, spices",220,0.5,0.1,0.6,0.2,0.1,1,15,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Haal Bai,Karnataka,"rice, coconut, jaggery",270,0.1,0.8,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.5
Mysore Rasam,Karnataka,"tomatoes, lentils, spices",80,0.7,0.1,0.5,0.6,0.1,1,15,20,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,high,0.8
Donne Biryani,Karnataka,"rice, meat/vegetables, spices",260,0.8,0.1,0.7,0.1,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Kodubale,Karnataka,"rice flour, chickpea flour, spices",240,0.6,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Mushroom Sukka,Karnataka,"mushrooms, coconut, spices",160,0.7,0.1,0.6,0.1,0.1,1,15,20,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,med,0.8
Kori Ajadina,Karnataka,"chicken, coconut, spices",230,0.8,0.1,0.6,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Talippu Saru,Karnataka,"lentils, tamarind, coconut",110,0.5,0.1,0.5,0.4,0.1,1,15,25,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,med,0.8
Beetroot Palya,Karnataka,"beetroot, coconut, spices",90,0.4,0.2,0.5,0.1,0.1,1,10,15,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,med,0.9
Udupi Rasam,Karnataka,"tomatoes, pepper, cumin",70,0.6,0.1,0.5,0.5,0.1,1,15,20,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,high,0.9
Kadalekai Usli,Karnataka,"peanuts, coconut, spices",200,0.5,0.1,0.6,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Koli Saaru,Karnataka,"chicken, coconut, spices",180,0.7,0.1,0.6,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7
Chakkuli,Karnataka,"rice flour, urad dal, spices",230,0.4,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Rave Unde,Karnataka,"semolina, coconut, sugar",190,0.1,0.7,0.2,0.1,0.1,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.6
Neer Dose,Karnataka,"rice, coconut, cumin",140,0.2,0.1,0.4,0.1,0.1,1,480,10,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,high,0.7
Menthya Soppina Palya,Karnataka,"fenugreek leaves, coconut, spices",80,0.6,0.1,0.5,0.2,0.3,1,15,15,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,med,0.9
Dhuska,Jharkhand,"rice, chickpeas, spices",250,0.4,0.1,0.5,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Pittha,Jharkhand,"rice flour, stuffing (varies)",220,0.3,0.2,0.4,0.1,0.1,1,40,30,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.7
Rugra,Jharkhand,"mushroom, spices",100,0.5,0.1,0.4,0.2,0.2,1,15,20,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.9
Bamboo Shoots Curry,Jharkhand,"bamboo shoots, spices",120,0.6,0.1,0.5,0.3,0.2,1,20,30,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Litti Chokha,Jharkhand,"wheat flour, sattu, spices",300,0.7,0.1,0.6,0.2,0.2,1,60,40,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,high,0.7
Chilka Roti,Jharkhand,"rice, chana dal",180,0.2,0.1,0.3,0.1,0.1,1,20,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.8
Mahua Ladoo,Jharkhand,"mahua flower, jaggery",280,0.1,0.9,0.1,0.1,0.2,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.5
Arsa,Jharkhand,"rice flour, jaggery",260,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Jadoh,Jharkhand,"rice, pork/chicken, spices",280,0.6,0.1,0.7,0.2,0.1,1,30,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Malpua,Jharkhand,"flour, milk, sugar",300,0.1,0.9,0.2,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Jharkhand Dal,Jharkhand,"arhar dal, garlic, spices",160,0.5,0.1,0.5,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.9
Koinar Saag,Jharkhand,"koinar leaves, garlic, spices",80,0.4,0.1,0.4,0.3,0.3,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.9
Sangor,Jharkhand,"rice flour, jaggery",240,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6
Chawal Roti,Jharkhand,"rice flour, water",180,0.1,0.1,0.2,0.1,0.1,1,15,10,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.7
Kurthi Dal,Jharkhand,"horse gram, spices",140,0.5,0.1,0.5,0.2,0.2,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.9
Putka,Jharkhand,"rice flour, jaggery",220,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6
Handia,Jharkhand,"rice, herbs",120,0.2,0.3,0.2,0.3,0.2,1,120,30,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,high,0.5
Marua Roti,Jharkhand,"finger millet flour, water",150,0.2,0.1,0.3,0.1,0.2,1,15,10,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.9
Desi Chicken Curry,Jharkhand,"chicken, spices, onion",220,0.7,0.1,0.6,0.2,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Charpa,Jharkhand,"mutton, spices",280,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Sattu ka Sharbat,Jharkhand,"roasted gram flour, water, sugar",100,0.1,0.4,0.2,0.1,0.2,1,5,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Ghugni,Jharkhand,"black chickpeas, spices",180,0.6,0.1,0.5,0.2,0.1,1,30,30,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.8
Thekua,Jharkhand,"wheat flour, jaggery",280,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Chana Ghugni,Jharkhand,"chickpeas, spices",170,0.5,0.1,0.5,0.2,0.1,1,30,30,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.8
Dudhauri,Jharkhand,"milk, rice",200,0.1,0.5,0.2,0.1,0.1,1,10,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.7
Jharkhand Style Fish Curry,Jharkhand,"fish, mustard oil, spices",200,0.7,0.1,0.6,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Baiganee,Jharkhand,"eggplant, gram flour, spices",150,0.6,0.1,0.5,0.2,0.3,1,15,20,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,med,0.7
Aloo Chokha,Jharkhand,"potatoes, spices, mustard oil",140,0.5,0.1,0.6,0.2,0.1,1,15,20,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,high,0.7
Khichdi,Jharkhand,"rice, lentils, spices",180,0.3,0.1,0.4,0.1,0.1,1,10,30,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.9
Til Barfi,Jharkhand,"sesame seeds, jaggery",300,0.1,0.8,0.2,0.1,0.2,1,20,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.6
Chakod Pitha,Jharkhand,"rice flour, jaggery, coconut",240,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6
Dhuska Chutney,Jharkhand,"green chilies, coriander, garlic",30,0.8,0.1,0.5,0.3,0.2,1,10,5,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,high,0.9
